"","ensemble","oxygen","time","siteID","forecast"
"1",1,8.50740890488524,2021-03-01,"BARC",1
"2",1,8.31711203491055,2021-03-02,"BARC",1
"3",1,8.28695922812597,2021-03-03,"BARC",1
"4",1,8.20205289784071,2021-03-04,"BARC",1
"5",1,8.36944018063235,2021-03-05,"BARC",1
"6",1,8.63150039756804,2021-03-06,"BARC",1
"7",1,8.54847436400649,2021-03-07,"BARC",1
"8",2,8.513053848041,2021-03-01,"BARC",1
"9",2,8.56242674478217,2021-03-02,"BARC",1
"10",2,8.8045615621907,2021-03-03,"BARC",1
"11",2,9.0615696693143,2021-03-04,"BARC",1
"12",2,9.35319931729589,2021-03-05,"BARC",1
"13",2,8.82914558877717,2021-03-06,"BARC",1
"14",2,9.12219314635967,2021-03-07,"BARC",1
"15",3,8.51493032572582,2021-03-01,"BARC",1
"16",3,8.50658192734276,2021-03-02,"BARC",1
"17",3,8.84858705302635,2021-03-03,"BARC",1
"18",3,8.87314825286468,2021-03-04,"BARC",1
"19",3,9.16116694318088,2021-03-05,"BARC",1
"20",3,9.40201019508516,2021-03-06,"BARC",1
"21",3,9.58186567560351,2021-03-07,"BARC",1
"22",4,8.52948152467571,2021-03-01,"BARC",1
"23",4,8.44343116946702,2021-03-02,"BARC",1
"24",4,8.53727736547288,2021-03-03,"BARC",1
"25",4,8.45248261634273,2021-03-04,"BARC",1
"26",4,8.72429330739109,2021-03-05,"BARC",1
"27",4,8.93781458372591,2021-03-06,"BARC",1
"28",4,8.88391499592378,2021-03-07,"BARC",1
"29",5,8.51634395506926,2021-03-01,"BARC",1
"30",5,8.33486989479052,2021-03-02,"BARC",1
"31",5,8.15555096070908,2021-03-03,"BARC",1
"32",5,8.17358754966289,2021-03-04,"BARC",1
"33",5,8.373457463466,2021-03-05,"BARC",1
"34",5,8.41197556331657,2021-03-06,"BARC",1
"35",5,8.17854356735979,2021-03-07,"BARC",1
"36",6,8.53079270242843,2021-03-01,"BARC",1
"37",6,8.06551376990174,2021-03-02,"BARC",1
"38",6,8.62127953620075,2021-03-03,"BARC",1
"39",6,8.64222916432259,2021-03-04,"BARC",1
"40",6,8.36710906955315,2021-03-05,"BARC",1
"41",6,8.44216518135008,2021-03-06,"BARC",1
"42",6,8.29436519019129,2021-03-07,"BARC",1
"43",7,8.5075902497741,2021-03-01,"BARC",1
"44",7,8.36510586574952,2021-03-02,"BARC",1
"45",7,8.59602381018107,2021-03-03,"BARC",1
"46",7,8.99854938457176,2021-03-04,"BARC",1
"47",7,9.29802439816206,2021-03-05,"BARC",1
"48",7,8.7144087348303,2021-03-06,"BARC",1
"49",7,8.67784169927275,2021-03-07,"BARC",1
"50",8,8.50477853871842,2021-03-01,"BARC",1
"51",8,8.21626114232177,2021-03-02,"BARC",1
"52",8,7.94310021076774,2021-03-03,"BARC",1
"53",8,7.87218447368865,2021-03-04,"BARC",1
"54",8,7.72093831423158,2021-03-05,"BARC",1
"55",8,7.82198573679142,2021-03-06,"BARC",1
"56",8,7.68806290969355,2021-03-07,"BARC",1
"57",9,8.53451079274321,2021-03-01,"BARC",1
"58",9,8.3934516173589,2021-03-02,"BARC",1
"59",9,8.91367856352191,2021-03-03,"BARC",1
"60",9,8.63730445965899,2021-03-04,"BARC",1
"61",9,8.81868327687549,2021-03-05,"BARC",1
"62",9,8.82796660330511,2021-03-06,"BARC",1
"63",9,9.03033846942807,2021-03-07,"BARC",1
"64",10,8.53019924210841,2021-03-01,"BARC",1
"65",10,8.39051555369339,2021-03-02,"BARC",1
"66",10,8.32378014242422,2021-03-03,"BARC",1
"67",10,8.82607213875691,2021-03-04,"BARC",1
"68",10,8.59026897271077,2021-03-05,"BARC",1
"69",10,8.54317762248222,2021-03-06,"BARC",1
"70",10,8.54735245221753,2021-03-07,"BARC",1
"71",11,8.52647496421052,2021-03-01,"BARC",1
"72",11,8.58615455460013,2021-03-02,"BARC",1
"73",11,8.33190167051853,2021-03-03,"BARC",1
"74",11,8.20904615152679,2021-03-04,"BARC",1
"75",11,8.36513183071157,2021-03-05,"BARC",1
"76",11,8.09625148715084,2021-03-06,"BARC",1
"77",11,8.54731345994848,2021-03-07,"BARC",1
"78",12,8.53178755332241,2021-03-01,"BARC",1
"79",12,8.44687884280823,2021-03-02,"BARC",1
"80",12,8.43477142561313,2021-03-03,"BARC",1
"81",12,8.24658348388246,2021-03-04,"BARC",1
"82",12,8.39444049652409,2021-03-05,"BARC",1
"83",12,8.07011718581078,2021-03-06,"BARC",1
"84",12,8.13475724369105,2021-03-07,"BARC",1
"85",13,8.5212968896264,2021-03-01,"BARC",1
"86",13,8.7940889473882,2021-03-02,"BARC",1
"87",13,8.28512640876969,2021-03-03,"BARC",1
"88",13,8.70030479818965,2021-03-04,"BARC",1
"89",13,9.06257510083094,2021-03-05,"BARC",1
"90",13,9.41048022270335,2021-03-06,"BARC",1
"91",13,9.02750845064713,2021-03-07,"BARC",1
"92",14,8.50841204972901,2021-03-01,"BARC",1
"93",14,8.3963813672492,2021-03-02,"BARC",1
"94",14,8.35876644043528,2021-03-03,"BARC",1
"95",14,8.30469320268685,2021-03-04,"BARC",1
"96",14,7.8560705550916,2021-03-05,"BARC",1
"97",14,7.86371779524986,2021-03-06,"BARC",1
"98",14,7.9441215172979,2021-03-07,"BARC",1
"99",15,8.51658492863025,2021-03-01,"BARC",1
"100",15,8.0839695405513,2021-03-02,"BARC",1
"101",15,7.99717915853188,2021-03-03,"BARC",1
"102",15,7.71481943221461,2021-03-04,"BARC",1
"103",15,7.72958975931816,2021-03-05,"BARC",1
"104",15,7.88502060381985,2021-03-06,"BARC",1
"105",15,7.92274405934612,2021-03-07,"BARC",1
"106",16,8.52659378049796,2021-03-01,"BARC",1
"107",16,8.11185472301517,2021-03-02,"BARC",1
"108",16,8.27472894586725,2021-03-03,"BARC",1
"109",16,8.83612919197966,2021-03-04,"BARC",1
"110",16,9.08039399544254,2021-03-05,"BARC",1
"111",16,9.25979189949804,2021-03-06,"BARC",1
"112",16,9.33299369330649,2021-03-07,"BARC",1
"113",17,8.53914018400249,2021-03-01,"BARC",1
"114",17,8.67720092922931,2021-03-02,"BARC",1
"115",17,8.6349988997876,2021-03-03,"BARC",1
"116",17,8.44819359550291,2021-03-04,"BARC",1
"117",17,8.42171712995287,2021-03-05,"BARC",1
"118",17,8.28812700289461,2021-03-06,"BARC",1
"119",17,8.55302058512488,2021-03-07,"BARC",1
"120",18,8.52357057308006,2021-03-01,"BARC",1
"121",18,8.67308984275645,2021-03-02,"BARC",1
"122",18,8.46476139944917,2021-03-03,"BARC",1
"123",18,8.41274100834954,2021-03-04,"BARC",1
"124",18,8.34179335893943,2021-03-05,"BARC",1
"125",18,8.39788117752958,2021-03-06,"BARC",1
"126",18,8.4609551063017,2021-03-07,"BARC",1
"127",19,8.50261515464305,2021-03-01,"BARC",1
"128",19,8.44524802322402,2021-03-02,"BARC",1
"129",19,8.37462568800449,2021-03-03,"BARC",1
"130",19,8.02069048451234,2021-03-04,"BARC",1
"131",19,7.932377476707,2021-03-05,"BARC",1
"132",19,8.08519107280598,2021-03-06,"BARC",1
"133",19,7.91341701099978,2021-03-07,"BARC",1
"134",20,8.5211045824728,2021-03-01,"BARC",1
"135",20,8.35037784058049,2021-03-02,"BARC",1
"136",20,8.19075669825881,2021-03-03,"BARC",1
"137",20,8.42207279201048,2021-03-04,"BARC",1
